,artist,track,energy,valence
1558,Pumpkin Buzzard,The Buzzard's Back In Town - Live,1000.0,40.0
1559,Margaret Becker,Look Me In The Eye,570.0,420.0
1560,William Orbit,Harry Flowers,250.0,210.0
1561,The Elders,Gonna Take a Miracle,860.0,810.0
1562,Stille Volk,Orgasme tellurique,730.0,820.0
1563,Doug MacLeod,The Sun Shine Down My Way,190.0,210.0
1564,Stevie Ray Vaughan,Mary Had a Little Lamb,490.0,910.0
1565,L7,This Ain't Pleasure,920.0,370.0
1566,Ma Rainey,Hear Me Talking To You,150.0,680.0
1567,Bill Perry,Man On The Side,650.0,430.0
1568,Ann Hampton Callaway,Skylark,140.0,80.0
1569,Corey,MVP,680.0,730.0
1570,Uphill Battle,Thresh Hold,980.0,100.0
1571,Barbara Fairchild,Boulevard In Heaven,210.0,150.0
1572,Nick Cave & The Bad Seeds,Stagger Lee - 2011 Remastered Version,560.0,660.0
1573,Nine Inch Nails,Survivalism,660.0,390.0
1574,K-OS,AquaCityBoy,910.0,740.0
1575,Pascal Obispo,Chlore,340.0,380.0
1576,John Brown,Sarah Palin (I Wanna Lay Pipe),700.0,490.0
1577,Buddy Miles,Santa Claus Is Coming To Town,850.0,640.0
1578,Various Artists,Fat Tianne,520.0,980.0
1579,Mau Mau,Neir,800.0,640.0
1580,Michael McDonald,Nowhere To Run,810.0,820.0
1581,The Black Crowes,Sting Me,970.0,640.0
1582,Cocoa Tea,Cooling Out,390.0,590.0
1583,IYOV,I See War,920.0,50.0
1584,Claw Hammer,Brother Brick Says,910.0,560.0
1585,Carlos Jiménez,Anita Love's - Original Mix,840.0,900.0
1586,Various Artists,Little Drummer Boy,710.0,460.0
1587,Alas,Silencio De Aguas Profundas,240.0,40.0
1588,Various Artists,Studen plamuk,770.0,540.0
1589,Los Niños De Sara,Lioraras,950.0,380.0
1590,The Gentle Good,Hiraeth am Feirion,150.0,100.0
1591,Jimmy Riley,Conversation,560.0,800.0
1592,Backstreet Boys,The Call,870.0,750.0
1593,1. Futurologischer Congress,Die Art von Mann,550.0,660.0
1594,Heavenly,Liberty,940.0,370.0
1595,Los Morros Del Norte,Raza Cristalera,800.0,850.0
1596,Moon Mullican,The Tie That Binds,140.0,480.0
1597,Helen Love,First Boyfriend,760.0,970.0
1598,Yuko Kanzaki,Seikurabe - Karaoke,200.0,510.0
1599,Arcade Mode,G G Kah - Demis Edit,920.0,590.0
1600,Suicidal Tendencies,Two Sided Politics,920.0,500.0
1601,Grace Gale,La Matanza,900.0,680.0
1602,King Tee,On Tha Rox,920.0,890.0
1603,Kassav',Medley final - Live,940.0,760.0
1604,X,All over Now,930.0,340.0
1605,Sui Generis,Cuando Ya Me Empiece a Quedar Solo,120.0,80.0
1606,Eminem,Beautiful,680.0,520.0
1607,Sunnyland Slim,No More Troubles,340.0,510.0
1608,Various Artists,Juggernaut,900.0,480.0
1609,Planetakis,Letters to Norway,990.0,550.0
1610,The Fureys,The First Leaves of Autumn,100.0,390.0
1611,Simply Red,Maybe Someday...,520.0,530.0
1612,Juana Molina,J Uh!,200.0,340.0
1613,Mother's Pride,Silence,410.0,500.0
1614,Byzantine,Absolute Horizon,970.0,150.0
1615,Halfway to Gone,Turnpike,800.0,210.0
1616,Robben Ford,Spoonful - Live,880.0,640.0
1617,Charlie Cruz,Si Te Dicen Por Ahi,960.0,820.0
1618,The Steeles,On The Road To Emmaus,520.0,790.0
1619,Sleepy John Estes,Need More Blues,280.0,470.0
1620,Bobby Darin,Moritat (Mack The Knife) - Live From The Desert Inn / 1971,630.0,750.0
1621,Nick Colionne,If You Ask Me,790.0,940.0
1622,Mercedes Castro,El Capiro,340.0,960.0
1623,Marco Beltrami,Revelations,30.0,30.0
1624,Joe Satriani,Just Like Lightnin',630.0,360.0
1625,Michael Stanley Band,Lost in the Funhouse Again (Remastered),910.0,870.0
1626,Uman,The White Spirit,340.0,180.0
1627,Various Artists,Escape From The City - Original Motion Picture Soundtrack,290.0,260.0
1628,Mariah Carey,Mine Again,370.0,370.0
1629,Frankie J,Gone,360.0,320.0
1630,George Nooks,No One Knows,470.0,860.0
1631,Vangelis,Procession,350.0,230.0
1632,Babylon Disco,Multiplayer,540.0,760.0
1633,Maria Bamford,Vennette,800.0,480.0
1634,Rubyhorse,The First Of The Year,380.0,150.0
1635,Tyrone Davis,Ooh la La,410.0,690.0
1636,The Chiffons,When Summer's Through,480.0,360.0
1637,Elizabeth Cotten,Freight train,200.0,490.0
1638,Tommy McLain,Let It Be Me,170.0,370.0
1639,Flor Silvestre,Aquel Inmenso Amor,150.0,250.0
1640,David Lynch,Unicorn,390.0,210.0
1641,Ensiferum,Into Battle,920.0,260.0
1642,Eluveitie,[Do] Minion,1000.0,40.0
1643,Various Artists,Active,800.0,390.0
1644,Janet Jackson,Interlude: Livin'...In Complete Darkness,260.0,200.0
1645,Albin Myers,Times Like These - EDX's Indian Summer Remix,780.0,460.0
1646,Kanda Bongo Man,Djessy,670.0,720.0
1647,Eluveitie,A Girls Oath,740.0,360.0
1648,Jo Privat,Rossignol Montmartrois (Polka),490.0,960.0
1649,Steel Pulse,Ku Klux Klan,510.0,800.0
1650,Bob Marley & The Wailers,"Lively Up Yourself - Live At Music Hall, Boston / 1978",780.0,870.0
1651,Buzzcocks,Get On Our Own - 1996 Remastered Version,920.0,500.0
1652,Rickie Lee Jones,Just My Baby,200.0,400.0
1653,CeCe Winans,Because Of You,490.0,310.0
1654,Sofia Karlsson,I denna ljuva sommartid,100.0,300.0
1655,Backstreet Boys,Shape of My Heart,790.0,520.0
1656,Various Artists,Firedance,880.0,670.0
1657,Jerry Goldsmith,The Keys,170.0,120.0
1658,Alexis HK,Juste une fois,230.0,510.0
1659,Various Artists,Prelude In C Minor From The Well Tempered-Clavier,170.0,480.0
1660,Robert Palmer,Love Can Run Faster,380.0,880.0
1661,Sigmatropic,The Blue Side of The Sun,500.0,370.0
1662,Neon Blonde,New Detroit,770.0,490.0
1663,Soul Ballet,da da Diamonds,680.0,420.0
1664,Korn,Proud,970.0,370.0
1665,Mario Più,Communication - More Mix,720.0,260.0
1666,Joy Division,Passover - 2007 Remaster,580.0,940.0
1667,The Frantic,Rock & Roll Renegade,950.0,500.0
1668,DEVO,Soo Bawlz - 2010 Remaster,780.0,620.0
1669,The Perrys,By Faith I Can Touch Him Now,550.0,460.0
1670,The Jets,Curiosity,580.0,940.0
1671,Dolce,Fire - Orange Factory Dub,910.0,200.0
1672,Rihanna,Music Of The Sun,640.0,630.0
1673,Tin Hat Trio,Width Of The World,260.0,100.0
1674,DJ Nasty,Houston Anthem,920.0,510.0
1675,Bill & Gloria Gaither,Til The Storm Passes By,330.0,380.0
1676,Venice,More Than One Love - Bonus Version,750.0,970.0
1677,Tommy Torres,Pegadito,580.0,490.0
1678,Kanye West,Street Lights,490.0,440.0
1679,Smash Palace,Death of Me,780.0,420.0
1680,Dave Brockie Experience,Slips Of Paper,800.0,610.0
1681,Debbie Davies,Backseat Driver,860.0,930.0
1682,Matisyahu,"Refuge - Live at Stubb's, Austin, TX - February 2005",590.0,500.0
1683,Bow Wow Wow,Sex,840.0,950.0
1684,Der Plan,Engel - Live,280.0,140.0
1685,Sergio Franchi,Oh Little Town Of Bethlehem,240.0,240.0
1686,Ashton Shepherd,Old Memory,410.0,170.0
1687,Janet Paschal,The Lord Will Go Before You,660.0,760.0
1688,Lonnie Brooks,Mama Talk to Your Daughter - Take 2,680.0,900.0
1689,I Wayne,Grow Proper,700.0,740.0
1690,Roy Rogers,My Chickasay Girl,320.0,860.0
1691,Jazzy B,Soorma,790.0,810.0
1692,Les Ogres De Barback,Flamme & co - Chant,380.0,330.0
1693,Coffinberry,Welcome To Hell,660.0,330.0
1694,Janitor Joe,Boyfriend,860.0,610.0
1695,Brent Lamb,All The Difference In The World,490.0,630.0
1696,George Lopez,Memmer?... U Memmer!,640.0,390.0
1697,Vodka Collins,See You Comin',900.0,840.0
1698,Mastodon,Megalodon,980.0,370.0
1699,Joe Rogan,Telepathy/Ted Haggard Got Cured of the Gay,960.0,410.0
1700,Brenda Boykin,Be My Lover,590.0,790.0
1701,Tom Cochrane,Washed Away,510.0,760.0
1702,Erik Berglund,Angel of Heaven's Gate,100.0,80.0
1703,James Newton Howard,Voices,130.0,40.0
1704,Toots Thielemans,Sophisticated Lady,90.0,140.0
1705,SOJA,Watch Them,520.0,480.0
1706,Jim Reeves,I Guess I'm Crazy,260.0,620.0
1707,The Del McCoury Band,Asheville Turnaround,580.0,890.0
1708,Les Hou-Lops,Pour toute la vie,580.0,950.0
1709,Various Artists,Spacer,990.0,850.0
1710,Sonic Subjunkies,Backlash - Live,960.0,120.0
1711,Ray Conniff,Popsy,440.0,940.0
1712,Sir Douglas Quintet,She’s About a Mover,570.0,700.0
1713,Major Lance,Come See,610.0,890.0
1714,Bad Azz,Ghetto Star,750.0,370.0
1715,Kitty Wells,This White Circle On My Finger,460.0,630.0
1716,Various Artists,Wriststraining Order,920.0,730.0
1717,Static-X,Love Dump - Demo Version,970.0,500.0
1718,She Satellites,No-Satellites,890.0,190.0
1719,Saman,Roorasty,790.0,580.0
1720,OutKast,Call of da Wild,790.0,580.0
1721,Michael Jackson,Dirty Diana - 2012 Remaster,800.0,330.0
1722,Bukka White,Single Man Blues,250.0,550.0
1723,TSAR,Conqueror Worm,950.0,310.0
1724,Martin Sexton,White Christmas,80.0,280.0
1725,Dave Valentin,San Juan,920.0,700.0
1726,Casual,Classic Material,840.0,640.0
1727,Jimmy Burns,Groovin' With Jimmy,640.0,700.0
1728,Dino Kartsonakis,Wonderful Peace,20.0,140.0
1729,Luke Vibert,Mate Tron,730.0,460.0
1730,Lafayette Afro Rock Band,Time Will Tell,930.0,840.0
1731,Spiral Stairs,Ladies and Gentlemen,140.0,200.0
1732,Scar Symmetry,Deviate From The Form,990.0,450.0
1733,Tito Puente,Mambo Tipico,930.0,800.0
1734,Silverchair,The Door,820.0,360.0
1735,Willie Bobo,Dichoso,270.0,440.0
1736,Lifehouse,Better Luck Next Time,840.0,560.0
1737,Carlos Ponce,Todo Lo Que Soy,730.0,600.0
1738,Tyrone Wells,Baby Don't You Change,440.0,640.0
1739,John Sebastian,Sportin' Life,150.0,400.0
1740,André Verchuren,Valse des montagnes,730.0,730.0
1741,Scar Symmetry,The Three-Dimensional Shadow,980.0,380.0
1742,The Concretes,Souvenirs,490.0,490.0
1743,Izzy Stradlin And The Ju Ju Hounds,Train Tracks,940.0,620.0
1744,Various Artists,Unchain Us,600.0,470.0
1745,David Lynch,Carry The Light,360.0,620.0
1746,Cotton Candy,Hot Weiners (All the Way),560.0,580.0
1747,King Jammy,Call The Police,720.0,880.0
1748,The Incurables,Scared,420.0,320.0
1749,Voyager Series,The Harp That Once Through Tara's Halls,30.0,120.0
1750,Morgion,Basking Under a Blacksun Dawning,730.0,130.0
1751,4Him,Freedom,770.0,710.0
1752,Wild Horses,Let It Bleed,580.0,560.0
1753,David Meece,Touch My Hand,260.0,170.0
1754,Freddie King,Hide Away,500.0,820.0
1755,Danny Wilson,Never Gonna Be The Same,410.0,820.0
1756,Marcie Blane,After The Laughter,440.0,450.0
1757,Slum Village,CB4 - Instrumental Mix,490.0,720.0
1758,Twista,Pop Pop,580.0,500.0
1759,Francis Dunnery,Grateful and Thankful,740.0,660.0
1760,Perrey and Kingsley,The Minuet Of The Robots,830.0,950.0
1761,Youves,Another Djemba Djemba,840.0,700.0
1762,Maurice Larcange,Je T'Appartiens - Instrumental,350.0,150.0
1763,Cats In Boots,Shotgun Sally,950.0,510.0
1764,Firehouse,Rock On the Radio,790.0,320.0
1765,The Panic Channel,Awake,950.0,480.0
1766,Chris Standring,Fat Tuesday,540.0,850.0
1767,El Gran Silencio,Recordar Es Vivir,650.0,700.0
1768,The Galactic Heroes,Cherokee,640.0,900.0
1769,FU-Schnickens,Heavenly Father - Main Mix,520.0,400.0
1770,Bad Azz,When You See Me,780.0,790.0
1771,Rocker-T,One Million Matches,940.0,970.0
1772,Ana Popovic,U Complete Me - Blues Version - Bonus Track,410.0,560.0
1773,Baby D,Let Me Be Your Fantasy,830.0,360.0
1774,Gertrudis,La Nit De Reis,800.0,670.0
1775,Emilio,Stuck On Your Love,680.0,680.0
1776,Lunasicc,Cheddar Chasin',580.0,630.0
1777,Juelz Santana,Violence,930.0,310.0
1778,Tiny Tim,Baby Face,470.0,820.0
1779,The Cure,Cut Here,910.0,880.0
1780,I Nuovi Angeli,Carovana,580.0,760.0
1781,Jean-Jacques Goldman,La vie par procuration,920.0,870.0
1782,Eddie Turner,Secret,770.0,590.0
1783,Art Blakey & The Jazz Messengers,A Night In Tunisia - Remastered 2005,760.0,420.0
1784,Paul Glazby,Beautiful,950.0,140.0
1785,Barbara Lusch,Come On-A My House,360.0,330.0
1786,Various Artists,Wing,260.0,70.0
1787,Lyn Saga,I Believe,700.0,470.0
1788,Vrse Murphy,Cremona - Instrumental,600.0,900.0
1789,C.C. Adcock,Loaded Gun,790.0,890.0
1790,John Mayall & The Bluesbreakers,Blues City Shake Down,590.0,900.0
1791,The Fabulous Thunderbirds,Why Get Up,830.0,970.0
1792,2 minutos,Vos No Confiaste,980.0,620.0
1793,Luke Bryan,What Country Is,770.0,770.0
1794,Various Artists,Memories,430.0,870.0
1795,Various Artists,Cumpagno 'e cella,600.0,390.0
1796,Rocío Jurado,Paloma Negra,410.0,280.0
1797,Dead Kennedys,Kill the Poor,970.0,440.0
1798,R.L. Burnside,Over the Hill,300.0,650.0
1799,Twinkle Twinkle Little Rock Star,Jamming,170.0,520.0
1800,Cut Copy,Future,870.0,660.0
1801,Tim Wilson,Naked Enough,560.0,820.0
1802,Salt The Wound,The Beginning,930.0,300.0
1803,The Cars,Drive,610.0,500.0
1804,De La Soul,Rock Co.Kane Flow (feat. MF Doom),670.0,760.0
1805,Shriekback,Running On The Rocks,620.0,530.0
1806,Mississippi Mass Choir,It Came To Pass Part Ii,540.0,280.0
1807,Utopia,Magic Dragon Theatre,460.0,490.0
1808,The Ruby Suns,Function of the Sun,520.0,310.0
1809,Schoolyard Heroes,I Want Your Soul For Christmas,880.0,390.0
1810,Malkit Singh,Nach Ke VEkha Bhabhiyie,770.0,970.0
1811,Wolfmother,Dimension,750.0,610.0
1812,John Tchicai,Faroe Cave Song,500.0,290.0
1813,Bert Kaempfert,Cha Cha Brasilia,780.0,970.0
1814,ColdWorld,Schmerzensschreie,430.0,40.0
1815,The Chap,Gimme Legs,560.0,820.0
1816,David Banner,Bush,860.0,920.0
1817,The Rapture,The Devil,780.0,440.0
1818,Paul Cantelon,Mary In Labor,200.0,40.0
1819,Ice,Shining,810.0,200.0
1820,Adam Ant,Friend Or Foe,970.0,670.0
1821,Gabinete Caligari,¡Caray!,810.0,590.0
1822,Marc Perrone,La Marine,520.0,630.0
1823,Ancient Astronauts,Crescent Moon,340.0,110.0
1824,Basic Channel,Radiance I - Edit,310.0,290.0
1825,Symphony in Peril,Inherent Scars,660.0,40.0
1826,Usher,Trading Places,640.0,330.0
1827,Various Artists,I Am a Rasta Man,230.0,820.0
1828,J.C. Lodge,Dub It,410.0,800.0
1829,Various Artists,Woman of Shiloh - 2019 Remaster,410.0,730.0
1830,Various Artists,The Southern Soldier Boy,270.0,410.0
1831,This Moment,Bon Demain,830.0,340.0
1832,The Fabulous Thunderbirds,When I Get Home,350.0,630.0
1833,George Lopez,Memories,700.0,410.0
1834,Stephen Marley,The Traffic Jam,630.0,720.0
1835,Jo-El Sonnier,Broken Hearted Side Of New Orleans,410.0,180.0
1836,Steinski,Hot Spot - Terrible Love Mix,570.0,630.0
1837,Chuck Wicks,If We Loved,710.0,300.0
1838,Yahir,Pasa El Tiempo,340.0,180.0
1839,Tommy Sands,Sing Boy Sing,580.0,420.0
1840,DJ Harry,Shadows,680.0,400.0
1841,Rated R,Shoulda Did,680.0,930.0
1842,Diamanda Galás,Vena Cava 8,0.0,30.0
1843,Various Artists,Magic,780.0,900.0
1844,Various Artists,Imagination,680.0,940.0
1845,Be Bop Deluxe,Between The Worlds - 2019 Remaster,890.0,550.0
1846,Rolfe Kent,A Night at Mahmoud's - Score,40.0,100.0
1847,Nu Flavor,Sprung - Cibola Mix W / Rap,630.0,710.0
1848,Maurice Chevalier,Romance De La Pluie,140.0,540.0
1849,P.O.D.,Ya Mama - Palm Springs Demo,910.0,420.0
1850,Mystery Known,Bout That L.I.F.F.E. (Living in Faith and Fitness Everyday),800.0,380.0
1851,Jacques Douai,Chanson De La Patience,50.0,380.0
1852,Buju Banton,Searching,880.0,810.0
1853,Jacques Douai,Le dormeur du val,70.0,70.0
1854,Bill Douglas,Sapphire,400.0,600.0
1855,Legacy Five,The Blood Covers It All,430.0,540.0
1856,The Del McCoury Band,Led By the Master's Hand,700.0,950.0
1857,Walter Jackson,Moonlight In Vermont,270.0,290.0
1858,Various Artists,Now U Got It,930.0,190.0
1859,Mark Ashley,I’ve Never Been So Lonely,830.0,110.0
1860,Vanessa Daou,Evening,520.0,360.0
1861,Laidback Luke,Hey! - Skitzofrenix & Jeff Doubleu Remix,600.0,350.0
1862,Joe Satriani,Midnight,450.0,160.0
1863,Steve Vai,Brother,530.0,220.0
1864,Burning Spear,Civilized Reggae,410.0,640.0
1865,Los Del Rio,Macarena,720.0,960.0
1866,Wes King,Cover To Cover,630.0,770.0
1867,Jefferson Starship,Let Me Fly - Live,730.0,650.0
1868,Ronny Eriksson,En Fet Man,460.0,730.0
1869,Spiral Stairs,Stolen Pills,970.0,910.0
1870,Attack Attack!,Outro,130.0,50.0
1871,The Mighty Mighty Bosstones,Patricia,910.0,600.0
1872,Twinkle Twinkle Little Rock Star,A Dustland Fairytale,180.0,250.0
1873,The Booth Brothers,Through The Eyes Of Faith,920.0,710.0
1874,Vivian Khor,Loves Parting,170.0,50.0
1875,Anne Dudley,Still Lost In The Forest,180.0,40.0
1876,The Mustangs,So Many Roads,610.0,530.0
1877,Marc Shaiman,"""Blame Canada"" (From South Park: Bigger Longer & Uncut) - From ""South Park: Bigger Longer & Uncut""",280.0,580.0
1878,K-OS,B-Boy Stance,870.0,840.0
1879,Eberhard Weber,Unfinished Self-Portrait,40.0,520.0
1880,Jimmy Herring,Lifeboat Serenade,530.0,260.0
1881,The Continentals,Christmas Time,410.0,80.0
1882,Neil Diamond,Song Sung Blue - Single Version,410.0,360.0
1883,45 Grave,Party Time,820.0,610.0
1884,J.B. Lenoir,I Feel So Good,620.0,890.0
1885,Tesla,Gettin' Better,650.0,280.0
1886,Charlie Rich,You Don't Know Me,140.0,200.0
1887,Claw Hammer,Warm Spring Night,880.0,530.0
1888,The Ataris,The Hero Dies in This One,880.0,470.0
1889,The Field Mice,Below The Stars,340.0,280.0
1890,Various Artists,All They Want,600.0,800.0
1891,The Rolling Stones,Around And Around,610.0,750.0
1892,The Rongetz Foundation,NY Timbuctu,760.0,730.0
1893,Kassav',Loko,820.0,690.0
1894,Riddim Driven: Sunlight,Bruk Out and Wine,690.0,890.0
1895,Tracy Byrd,Walkin' In,810.0,890.0
1896,Various Artists,Acapulco Sunrise,800.0,880.0
1897,Mustafa Sandal,Iki tas corba,560.0,750.0
1898,Johannes Linstead,Guayabera,880.0,720.0
1899,Dorothy Norwood,Packing Up,930.0,660.0
1900,Fania All Stars,Donde,810.0,780.0
1901,Otis Spann,Must Have been The Devil,290.0,850.0
1902,Kool Moe Dee,I Go To Work,830.0,450.0
1903,Lee Ritenour,Is It You?,380.0,820.0
1904,Jaguares,El Momento,560.0,360.0
1905,The Oak Ridge Boys,My Saviour Is Lord,310.0,710.0
1906,Reni,Nema Dana Ni Meseca,950.0,920.0
1907,Raphael,Cantares,910.0,650.0
1908,Various Artists,Why Try to Change Me Now,80.0,160.0
1909,Cargo Cult,Helium,720.0,740.0
1910,Lord Sterling,Poison Lips,900.0,420.0
1911,Forensics,I Need to Talk to Hank Hank,120.0,30.0
1912,Gerard Lenorman,Soldats ne tirez pas,590.0,850.0
1913,Cama,Walk With You,690.0,960.0
1914,Anat Ben David,Robot Kid,870.0,280.0
1915,Arturo Sandoval y su Grupo,Almendra,250.0,740.0
1916,Novika,Mikawa Miya,600.0,520.0
1917,Eldar Djangirov,Dat Dere,260.0,160.0
1918,Oldelaf et Monsieur D.,Rue de Nantes,450.0,690.0
1919,The Fabulous Thunderbirds,Please Don't Lie To Me,800.0,800.0
1920,Hey Colossus,45 Pounds,540.0,160.0
1921,Sonora Carruseles,Chela,700.0,720.0
1922,Eddy Raven,I Know That Car,310.0,290.0
1923,Finntroll,Kitteldags,920.0,790.0
1924,Tanto Metro & Devonte,The Story (get It On),740.0,710.0
1925,Bounty Killer,Coppershot,830.0,850.0
1926,José Luis Perales,El amor,530.0,450.0
1927,Intocable,Negocio Prohibido,450.0,880.0
1928,Tony Matterhorn,Dutty Wine - Raw,870.0,910.0
1929,Story Of The Year,Won Threw Ate,990.0,120.0
1930,Various Artists,Baby,210.0,560.0
1931,Tyrone Taylor,Happiness Is Loving You,730.0,930.0
1932,4 Skins,Bread Or Blood (Single),870.0,630.0
1933,Robben Ford,The Champ,600.0,670.0
1934,Jimmy White,Hold On To Your Heart,850.0,670.0
1935,Ximena Sariñana,Mediocre - Versión Original,120.0,550.0
1936,Busta Rhymes,Taste It,790.0,710.0
1937,Rhinostar,Einfach,890.0,330.0
1938,Old Man's Child,Towards Eternity,910.0,130.0
1939,Patty Griffin,Moses,360.0,320.0
1940,Mississippi Mass Choir,Having You There,700.0,530.0
1941,Through The Eyes of the Dead,Outro,20.0,40.0
1942,Johnny Otis,Lover's Lane Boogie,140.0,640.0
1943,Finest Dearest,Naming Ceremony,750.0,370.0
1944,Jazz Gillum,Gillum Blues,480.0,970.0
1945,Neema,Goodfellas,500.0,830.0
1946,Sound 5,Ala Kaboo - Idjut Boy's H-Bar Mix,840.0,740.0
1947,Gran Coquivacoa,Hechizo,720.0,960.0
1948,Fergie,London Bridge,630.0,610.0
1949,Erick Sermon,Safe Sex,520.0,690.0
1950,40 Grit,A Part Of Me,730.0,470.0
1951,Various Artists,Guarda Che Luna,740.0,610.0
1952,Scott Glasgow,Space Station Liberty,530.0,60.0
1953,Poncho Sanchez,Manteca,620.0,890.0
1954,Livingston Taylor,Tell Jesus (To Come to My House),310.0,560.0
1955,Papa Wemba,Zero,640.0,970.0
1956,Onyx,Wet The Club,840.0,800.0
1957,Jennifer Lopez,Por Arriesgarnos,480.0,200.0
1958,Joe Grushecky,A Fool's Advice,680.0,590.0
1959,The Chiffons,One Fine Day,870.0,600.0
1960,Spitfire,Tanzen,950.0,880.0
1961,Equilibrium,Prolog auf Erden,870.0,120.0
1962,Martha Wainwright,Who Was I Kidding?,230.0,170.0
1963,The Rolling Stones,Rocks Off,930.0,880.0
1964,Kat Deluna,Run The Show featuring Don Omar [en Espanol],830.0,240.0
1965,Various Artists,Strikes-3,720.0,400.0
1966,Johnny Horton,Got The Bull By The Horns,570.0,960.0
1967,Big Pun,Words With Fat Joe,290.0,700.0
1968,L.A. Guns,Some Lie For Love,860.0,520.0
1969,Demonbreed,Lifewalk,900.0,330.0
1970,XLNC,Vaisakhi Wala Mela,800.0,900.0
1971,Champion Jack Dupree With TS McPhee,No Meat Blues,380.0,680.0
1972,Enrique Iglesias,Si Juras Regresar,410.0,140.0
1973,Claire Hamill,Sidney Gorgeous,110.0,710.0
1974,Connie Smith,If I Talk to Him,400.0,770.0
1975,Amy Lambert,Because He Loves Me,340.0,200.0
1976,Torcuato Mariano,Black and Blue,380.0,110.0
1977,Various Artists,A True Friend,700.0,680.0
1978,Baby Bash,Changed My Life,730.0,740.0
1979,Carl Smith,Loose Talk,460.0,960.0
1980,Rise Against,Intro/Chamber The Cartridge,990.0,180.0
1981,Martriden,The Blank Eye Stare,960.0,200.0
1982,Various Artists,Laula kanssain - Sing My Love Song,520.0,720.0
1983,Patsy Cline,I Cried All The Way To The Altar,230.0,500.0
1984,Janet Jackson,Hold On Baby,580.0,0.0
1985,James Newton Howard,U North,140.0,20.0
1986,Daryl Hall & John Oates,Everything Your Heart Desires,860.0,890.0
1987,Max Steiner,Main Title / The Searchers (The Sons of the Pioneers),220.0,220.0
1988,Gaetano Donizetti,Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,180.0,430.0
1989,Incubus,Warning,520.0,220.0
1990,Juliette & The Licks,Shelter Your Needs,950.0,520.0
1991,Aesop Rock,Limelighters (feat. Camp Lo) / Flunkadelic Interlude,720.0,720.0
1992,Paul Avgerinos,Gnosis,220.0,90.0
1993,Angels,Tulip,650.0,280.0
1994,The Balustrade Ensemble,Crushed Pears,160.0,140.0
1995,Santana,Let It Shine,610.0,890.0
1996,Diego Verdaguer,Todos Mentimos,390.0,730.0
1997,The Bruisers,Never Fall,820.0,930.0
1998,Bill Laswell,Slow Murder,580.0,690.0
